"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","Roadmaps"
"PAL-42","Platformer","[Advanced Features] Create a score","1. Goals
   1. Create a score Label that fully functioning
2. Acceptance Criteria
   - [X] A Score Label at the top right of the screen
   - [X] The score increases by 10 for every tile the player gets past 
   - [X] The score increases by 1 for every percentage of the screen the player gets past 
   - [X] The Score label is positioned the same on every Device","Done",2,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-02T14:24:27.880Z","2025-02-04T13:00:18.474Z",,,"2025-02-04T13:00:18.457Z",,,,"PAL-31","","966150a5-3473-45bb-8946-50aa00130d38","Advanced Gameplay Features",
"PAL-41","Platformer","[Design] Collision","1. Goals
   1. The Rules of collision for tiles, the monster,  and the player
2. Acceptance Criteria
   - [X] Stop the ground if the player is confronted with an Obstacle.
   - [X] Create a life variable & make sure that variable is fully functioning
   - [X] Lose a life if the monster touches the player.","Done",3,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-02T00:23:13.216Z","2025-02-04T00:45:28.415Z",,,"2025-02-04T00:45:28.403Z",,,,"PAL-29","","9a18694b-a424-49a9-b2f0-692ccf29523d","GameScreen Core Mechanics",
"PAL-28","Platformer","[Auto-Layout] Verify The Settings are consistent on every device.","'- [X] The Labels and buttons don't change alignment depending on the device
- [X] the Color for every item is consistent on every device.","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com",,"",,,,,"2024-12-31T13:46:20.051Z","2025-01-09T19:27:10.784Z",,,"2025-01-09T19:27:10.774Z",,,,"PAL-24","","c8b23a02-2598-4dfc-8620-7510d8363d2f","Main Screen Implementation",
"PAL-27","Platformer","[Auto-Layout] Highscore Button","'- [X] Position the Button
- [X] Adjust it's Size
- [X] Adjust it's colour","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com",,"",,,,,"2024-12-31T13:45:53.967Z","2025-01-09T19:26:23.130Z",,,"2025-01-09T19:26:23.118Z",,,,"PAL-24","","c8b23a02-2598-4dfc-8620-7510d8363d2f","Main Screen Implementation",
"PAL-26","Platformer","[Auto-Layout] Play Button","'- [X] Position the Button
- [X] Adjust it's Size
- [X] Adjust it's colour","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com",,"",,,,,"2024-12-31T13:45:20.556Z","2025-01-09T19:26:06.912Z",,,"2025-01-09T19:26:06.896Z",,,,"PAL-24","","c8b23a02-2598-4dfc-8620-7510d8363d2f","Main Screen Implementation",
"PAL-25","Platformer","[Auto-Layout] Game Title (Label)","'- [X] Position the Label
- [X] Adjust it's Size
- [X] Adjust it's colour","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com",,"",,,,,"2024-12-31T13:44:39.199Z","2025-01-09T19:25:49.398Z",,,"2025-01-09T19:25:49.385Z",,,,"PAL-24","","c8b23a02-2598-4dfc-8620-7510d8363d2f","Main Screen Implementation",
"PAL-24","Platformer","Auto-Layout & Centring, and fixed sizes on all devices","### **Acceptance Criteria**:

1. **Game Title (Label)**:
   * Ensure this Label is Positioned Correctly and at the right Size and colour
2. **Play Button**:
   * Ensure this Button is Positioned Correctly and at the right Size and colour
3. **Highscore Button**:
   * Ensure this Button is Positioned Correctly and at the right Size and colour
4. Ensure these changes remain consistent on every physical and virtual device.","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2024-12-31T13:43:59.219Z","2025-01-09T19:27:34.134Z",,,"2025-01-09T19:27:34.117Z",,,,"PAL-11","","c8b23a02-2598-4dfc-8620-7510d8363d2f","Main Screen Implementation",
"PAL-10","Platformer","Background colour for the app","'- [X]  Assign a global background Color & verify it is the same on every device","Done",1,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2024-12-27T14:01:14.699Z","2025-01-03T13:20:19.486Z",,,"2025-01-03T13:20:19.469Z",,,,,"","c8b23a02-2598-4dfc-8620-7510d8363d2f","Main Screen Implementation",
"PAL-11","Platformer","Auto-Layout & Centring","","Done",3,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2024-12-27T14:03:11.502Z","2025-01-09T19:27:29.008Z",,,"2025-01-09T19:27:28.953Z",,,,,"","c8b23a02-2598-4dfc-8620-7510d8363d2f","Main Screen Implementation",
"PAL-40","Platformer","[Design] Create Tiles that can go down","1. Goals
   1. A tile that is fully functional.
2. Acceptance Criteria
   - [X] A tile that can be dragged down and will stop when it hits the ground
   - [X] A tile that rotated left or right by swiping in either direction
   - [X] The tile spawns where the ground needs it. (The frequency will be determined in the difficulty scaling mile stone, for now it will just be one tile per level)
   - [X] If the tile is a stair the player needs to be able to go up","Done",5,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T23:41:55.265Z","2025-01-30T13:30:41.982Z",,,"2025-01-30T13:30:41.970Z",,,,"PAL-29","","9a18694b-a424-49a9-b2f0-692ccf29523d","GameScreen Core Mechanics",
"PAL-39","Platformer","[Design] Create An automated Monster","1. Goals
   1. Create a monster that moves at the speed of the ground. 
2. Acceptance Criteria
   - [X] Create a monster block that goes at the player if the player is stopped
   - [X] The monster also moves if the ground is at the end
   - [X] Verify it looks the same on every device.","Done",2,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T23:41:31.034Z","2025-01-30T13:30:20.426Z",,,"2025-01-30T13:30:20.400Z",,,,"PAL-29","","9a18694b-a424-49a9-b2f0-692ccf29523d","GameScreen Core Mechanics",
"PAL-38","Platformer","[Design] Creating An automated Character","1. Goals
   1. Create a character that is, on the ground. The character is at a third of the screen and remains there unless it is stalled. once the end of the map the character does actually move further on the screen.
2. Acceptance Criteria
   - [X] Create a character
   - [X] Make the Character always start on top of the ground and at roughtly a third of the screen width
   - [X] Make sure it looks the same on every device.
   - [X] If the ground comes to an end the player actually moves to reach the end
   - [X] The player needs to be able to go down if the ground goes down","Done",3,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T23:40:41.206Z","2025-01-30T13:30:06.328Z",,,"2025-01-30T13:30:06.313Z",,,,"PAL-29","","9a18694b-a424-49a9-b2f0-692ccf29523d","GameScreen Core Mechanics",
"PAL-37","Platformer","[Design] Create A Ground That goes Past the screen","1. Goals
   1. Create a ground that gets marginally larger every time it regenerates. The ground also auto Scrolls. The ground does stop when the end of it is reached. The ground changes in height though!
2. Scope
   1. This ticket will simply create blocks (With Different Heights)that will temporarily be the ground and it is longer then the screen at first
3. Acceptance Criteria
   - [X] A method must be used to create the ground 
   - [X] The method needs to make sure that the ground gets larger every round (A round variable must be stored as a user defaults)
   - [X] The ground must be at a 25% of the screen height & it must be consistent on every device.
   - [X] The Ground needs to have gaps so tiles can be placed, and the frequency needs to be roughly once every specific space; It also needs to be random as to whether it's a hill or a hole. these spots need to be stored so the tiles can be spawned where those locations are.","Done",3,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T23:40:27.294Z","2025-01-10T21:57:22.459Z",,,"2025-01-10T21:57:22.449Z",,,,"PAL-29","","9a18694b-a424-49a9-b2f0-692ccf29523d","GameScreen Core Mechanics",
"PAL-35","Platformer","Game Over Screen","1. Restart Button
2. Quit Button","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T22:25:32.697Z","2025-02-12T18:00:38.991Z",,,"2025-02-12T18:00:38.981Z",,,,,"","02eef165-492b-496e-9884-1b38217f0109","GameOverScreen",
"PAL-34","Platformer","High Score Screen","1. High Score Label
2. Label With Score","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T22:23:18.668Z","2025-02-12T17:59:43.772Z",,,"2025-02-12T17:59:43.761Z",,,,,"","91e5b1b9-e755-4efe-b9c7-9abb6ad279b2","HighScoreScreen",
"PAL-33","Platformer","Next Level Screen","1. Label that Shows the Round number
2. Icon that shows the player","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T22:20:20.308Z","2025-02-12T18:01:13.844Z",,,"2025-02-12T18:01:13.834Z",,,,,"","d17abb7c-733d-48d0-89ad-c48d065cf616","Next Level Screen",
"PAL-31","Platformer","Advanced Features","1. Create a score that Works 
2. Lives label
3. Create a trap for the Monster
4. Add a Waypoint in the middle of the level Incase the player dies ","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com",,"",,,,,"2025-01-01T22:10:46.973Z","2025-02-09T14:26:12.738Z",,,"2025-02-09T14:26:12.726Z",,,,"PAL-30","","966150a5-3473-45bb-8946-50aa00130d38","Advanced Gameplay Features",
"PAL-29","Platformer","Design the GameScreen","1. Create A Ground That goes Past the screen
2. Creating An automated Character 
3. Create An automated Monster
4. Create Tiles that can go down","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T22:05:20.526Z","2025-02-04T00:45:39.535Z",,,"2025-02-04T00:45:39.516Z",,,,,"","9a18694b-a424-49a9-b2f0-692ccf29523d","GameScreen Core Mechanics",
"PAL-30","Platformer","Advanced Features","","Done",,"No priority","bd6f42fb-a054-4a32-88f1-c4bd17f691b6","Platformer App","dallinlane@gmail.com","dallinlane@gmail.com","",,,,,"2025-01-01T22:10:06.308Z","2025-02-09T14:26:17.850Z",,,"2025-02-09T14:26:17.840Z",,,,,"","966150a5-3473-45bb-8946-50aa00130d38","Advanced Gameplay Features",
"PAL-2","Platformer","3 ways to navigate Linear: Command menu, keyboard or mouse","`Cmd/Ctrl` `K` **is our most powerful feature.** 

Use it to search for or take any action in the app.

[cf798178-b3bc-4ae1-b24f-577d4871ae5d](https://uploads.linear.app/fe63b3e2-bf87-46c0-8784-cd7d639287c8/f477604b-f0d2-4ade-8a7a-571830a3b5de/cf798178-b3bc-4ae1-b24f-577d4871ae5d)

If you prefer to use a mouse, right click over any issue for **contextual menus**. They're a great way to learn the keyboard shortcuts, too.

![CleanShot 2023-07-10 at 16.03.57.png](https://uploads.linear.app/fe63b3e2-bf87-46c0-8784-cd7d639287c8/11668d24-67e7-431d-9c7d-4bb5f409cae8/650d277b-cc1e-498b-aabd-8d04e8f57680)

If you prefer **keyboard shortcuts**, type `?` to view our full list.","Canceled",,"Medium",,,,,"",,,,,"2024-12-27T13:29:15.183Z","2024-12-27T14:40:41.103Z",,,,"2024-12-27T14:40:41.091Z",,,,"",,,
"PAL-4","Platformer","Connect GitHub or GitLab","Connect your account to link issues to pull/merge requests and automate your workflow:

* Link Linear issues to pull requests.
* Automatically update an issue's status when PRs are created or merged.
* Connect one or multiple repos.

[Connect GitHub or GitLab →](https://linear.app/settings/integrations/github)

## Setup tips

#### How to link a Linear issue to a PR

* **Branch name** (e.g. ""LIN-123"" or ""username/LIN-123""). To quickly copy branch name for an issue to your clipboard, press `Cmd/Ctrl` `Shift` `.`
* **Pull request title** (e.g. ""GitHub Workflow LIN-123"")
* **Pull request description** (e.g. *Fixes LIN-123, Resolves LIN-123*) – it will not work if entered in commits or comments.

#### When you link a Linear issue to a PR, Linear will:

* Create a link to the PR in the Linear issue.
* Comment on the PR with a link back to the Linear issue.
* Once PR has been opened, Linear will change the status of the issue to ""In Progress"".
* Once PR has been merged, Linear will change the status of the issue as ""Done"".

#### Suggested Workflow

1. Select or create the issue you want to work on next.
2. Open the command menu (`Cmd` `K` on Mac, or `Ctrl` `K` on Windows) and select **Copy git branch name,** or use the shortcut `Cmd/Ctrl` `Shift` `.`
3. This will copy the git branch name to your clipboard (e.g. `username/LIN-123-github-workflow`
4. Paste the branch name to your git checkout command to create a new branch: `git checkout -b username/LIN-123-github-workflow`
5. Make your changes and push the branch to GitHub and open a pull request
6. Once the pull request is open, Linear will comment on the PR and change the issue state to **In Progress***.* 
7. Once the PR merged, Linear will change the status to Done.

Read full integration instructions for [GitHub](https://linear.app/docs/github) and [GitLab →](https://linear.app/docs/gitlab)","Canceled",,"Medium",,,,,"",,,,,"2024-12-27T13:29:15.183Z","2024-12-27T14:40:32.585Z",,,,"2024-12-27T14:40:32.573Z",,,,"",,,
"PAL-5","Platformer","Customize settings","Go to [settings](https://linear.app/settings) to enable features such as initiatives, explore features and add integrations. Use `G` then `S` to get there.

Visit individual [team settings](https://linear.app/settings/teams/) to customize features on a team level.

* Configure automated issue workflows for issues linked to PRs
* Add or edit *workflow statuses*, and *labels*
* Add team Slack notifications
* Create reusable *templates*. Use the keyboard shortcut `Alt` `C` to quickly create new issues from templates
* Set your *estimate* scale and enable *cycles*
* Configure time-saving features such as *Auto-close* and *Auto-archive*

![image.png](https://uploads.linear.app/fe63b3e2-bf87-46c0-8784-cd7d639287c8/9fc1632b-893e-422c-939f-0cdc9d009b37/image.png)","Canceled",,"Medium",,,,,"",,,,,"2024-12-27T13:29:15.183Z","2024-12-27T14:40:36.227Z",,,,"2024-12-27T14:40:36.217Z",,,,"",,,
"PAL-3","Platformer","Connect to Slack","If your team uses Slack, enable this integration to keep your workflow and communication in sync. 

* See issue updates in a dedicated channel.
* Use the `/linear` command to create new issues from Slack messages.
* Sync comments between Slack and Linear.
* Set up personal Slack notifications.
* Import custom emoji 🥳 to your Linear workspace.

[Connect Slack →](https://linear.app/settings/integrations/slack)","Canceled",,"Medium",,,,,"",,,,,"2024-12-27T13:29:15.183Z","2024-12-27T14:40:25.341Z",,,,"2024-12-27T14:40:25.326Z",,,,"",,,
"PAL-9","Platformer","Next steps","You're all set to use Linear. 

**Want to learn more?**

* Check out our [docs](https://linear.app/docs) to dive into specific features
* Learn about new features in weekly[ changelogs](https://linear.app/changelog)
* Read the [Linear Method](https://linear.app/linear-method), our approach to software building
* Join our Linear Customer Slack at this [link](http://linear.app/join-slack)

**ProTip: How to trial Linear on your team**

* Use our [in-app importer](https://linear.app/settings/import-export) to add issues from Jira, Asana, Shortcut or GitHub
* Trial it on your team. Pick a project or sprint, invite a few coworkers, add key integrations like Slack and GitHub to experience the full workflow.

## Have a question?

Reach out to us via the *Contact us* option by hitting `?`.","Canceled",,"Low",,,,,"",,,,,"2024-12-27T13:29:15.183Z","2024-12-27T14:41:04.411Z",,,,"2024-12-27T14:41:04.269Z",,,,"",,,
"PAL-7","Platformer","Use Projects to organize work for features or releases","Projects are meant for larger initiatives you have for your company.

* Share projects with multiple teams.
* Set a target date and milestones.
* View progress and estimate completion timeframe with graphs.
* Add overviews, documents and other resources to plan together.
* Share project updates with your team to keep everyone in the loop.

![CleanShot 2024-02-29 at 17.42.09.png](https://uploads.linear.app/fe63b3e2-bf87-46c0-8784-cd7d639287c8/dd3e319f-a2dc-4dad-81fe-925eb4b71bd0/a74b9535-5e1d-4dca-b22d-8ba4895dd272)

Learn more about Projects in the [Linear Guide →](https://linear.app/docs/projects)","Canceled",,"Low",,,,,"",,,,,"2024-12-27T13:29:15.183Z","2024-12-27T14:40:51.032Z",,,,"2024-12-27T14:40:51.016Z",,,,"",,,
"PAL-6","Platformer","Use Cycles to focus work over n–weeks","Cycles are a practice to keep up your team's momentum. They're similar to agile flavored sprints but help focus your work without tying it to a release date or feature.

* Customize cycles to last between 1-8 weeks.
* Add issues manually or automatically move issues marked *Todo* to your current cycle.
* Follow progress over time with cycle graphs.
* Any uncompleted issues roll to the next cycle automatically.

![CleanShot 2023-07-10 at 16.22.23.png](https://uploads.linear.app/fe63b3e2-bf87-46c0-8784-cd7d639287c8/29272f4b-ee87-487f-9191-2f4f2fcc14a7/ad0f609e-d9d4-45f0-870c-a0b1c1f305ab)

> *✨**ProTip:** Quickly run meetings with the cycles sidebar. Filter issues by assignee and then ask each member to share updates and blockers. At Linear, we run 2-week cycles and follow this format at the beginning of each cycle.*

Read more about cycles in the [Linear Guide →](https://linear.app/docs/use-cycles)","Canceled",,"Low",,,,,"",,,,,"2024-12-27T13:29:15.183Z","2024-12-27T14:40:46.025Z",,,,"2024-12-27T14:40:46.016Z",,,,"",,,
"PAL-8","Platformer","Invite your teammates","Invite others to your workspace in [settings](http://linear.app/settings/members). 
Read more about roles and permissions in our [docs.](https://linear.app/docs/adding-and-managing-members)","Canceled",,"Low",,,,,"",,,,,"2024-12-27T13:29:15.183Z","2024-12-27T14:40:55.972Z",,,,"2024-12-27T14:40:55.962Z",,,,"",,,
